hp_id	english	french
HP:6000854	Decreased circulating sulfate concentration	Decreased circulating sulfate concentration
HP:6000855	Cold intolerance	Cold intolerance
HP:6000859	Dermal foam cells	Dermal foam cells
HP:6000860	Diminished tissue very long-chain acyl-CoA dehydrogenase activity	Diminished tissue very long-chain acyl-CoA dehydrogenase activity
HP:6000861	Diminished tissue glycogen branching enzyme activity	Diminished tissue glycogen branching enzyme activity
HP:6000862	Parotid adenoma	Parotid adenoma
HP:6000863	Elevated serum-ascites albumin gradient (SAAG)	Elevated serum-ascites albumin gradient (SAAG)
HP:6000864	Transverse smile	Transverse smile
HP:6000865	Hyperphalangy of the 4th finger	Hyperphalangy of the 4th finger
HP:6000866	Delayed distal femoral epiphyseal ossification	Delayed distal femoral epiphyseal ossification
HP:6000867	Delayed tibial epiphyseal ossification	Delayed tibial epiphyseal ossification
HP:6000868	Toe hyperphalangy	Toe hyperphalangy
HP:6000869	Sclerotic ilium	Sclerotic ilium
HP:6000870	Metaphyseal chevron deformity	Metaphyseal chevron deformity
HP:6000871	Popcorn calcification	Popcorn calcification
HP:6000872	Aplasia/Hypoplasia of the calvaria	Aplasia/Hypoplasia of the calvaria
HP:6000873	Bowdler spurs	Bowdler spurs
HP:6000874	Delayed ossification of the clavicle	Delayed ossification of the clavicle
HP:6000875	Wide sacroiliac joint	Wide sacroiliac joint
HP:6000876	Anti-Glutamate Receptor delta2 antibody positivity	Anti-Glutamate Receptor delta2 antibody positivity
HP:6000877	Anti-dachshund family transcription factor 1 antibody positivity	Anti-dachshund family transcription factor 1 antibody positivity
HP:6000878	Anti-potassium channel tetramerization domain containing 16 antibody positivity	Anti-potassium channel tetramerization domain containing 16 antibody positivity
HP:6000879	Anti-regulator of G protein signaling 8 antibody positivity	Anti-regulator of G protein signaling 8 antibody positivity
HP:6000880	Anti-neurochondrin antibody positivity	Anti-neurochondrin antibody positivity
HP:6000881	Anti-DCC netrin 1 receptor antibody positivity	Anti-DCC netrin 1 receptor antibody positivity
HP:6000882	Anti-recoverin antibody positivity	Anti-recoverin antibody positivity
HP:6000884	Enlarged humeral head	Enlarged humeral head
HP:6000885	Enlarged radial head	Enlarged radial head
HP:6000886	Enlarged distal tibial epiphysis	Enlarged distal tibial epiphysis
HP:6000887	Elevated blood bismuth concentration	Elevated blood bismuth concentration
HP:6000888	Elevated urine bismuth level	Elevated urine bismuth level
HP:6000889	Distal radioulnar joint dislocation	Distal radioulnar joint dislocation
HP:6000890	Proximal radioulnar joint dislocation	Proximal radioulnar joint dislocation
HP:6000891	Absent toe phalanx flexion crease	Absent toe phalanx flexion crease
HP:6000892	White matter globoid cells	White matter globoid cells
HP:6000893	Gaucher cells	Gaucher cells
HP:6000894	Breast adenoma	Breast adenoma
HP:6000895	Breast apocrine adenoma	Breast apocrine adenoma
HP:6000896	Fibrocystic breast lesion	Fibrocystic breast lesion
HP:6000897	Pancreatic VIPoma	Pancreatic VIPoma
HP:6000898	Gastric carcinoid tumor	Gastric carcinoid tumor
HP:6000899	Positive skin scabies test	Positive skin scabies test
HP:6000900	Positive mumps virus PCR test in the blood circulation	Positive mumps virus PCR test in the blood circulation
HP:6000901	Positive bloodstream tuberculosis-induced T-cell-based interferon-gamma release assay	Positive bloodstream tuberculosis-induced T-cell-based interferon-gamma release assay
HP:6000902	Positive blood Neisseria gonorrhoeae culture	Positive blood Neisseria gonorrhoeae culture
HP:6000903	Anti-mumps antibody positivity	Anti-mumps antibody positivity
HP:6000904	Positive Vibrio cholerae stool culture	Positive Vibrio cholerae stool culture
HP:6000905	Positive cutaneous varicella zoster virus nucleic acid test	Positive cutaneous varicella zoster virus nucleic acid test
HP:6000906	Positive bloodstream cryptococcus culture	Positive bloodstream cryptococcus culture
HP:6000907	Positive bloodstream Borrelia miyamotoi nucleic acid test	Positive bloodstream Borrelia miyamotoi nucleic acid test
HP:6000908	Positive bloodstream Coxsackievirus nucleic acid pathogen test	Positive bloodstream Coxsackievirus nucleic acid pathogen test
HP:6000910	Diminished tissue alpha-L-iduronidase activity	Diminished tissue alpha-L-iduronidase activity
HP:6000911	Reduced tissue neuraminidase activity	Reduced tissue neuraminidase activity
HP:6000912	Nummular keratitis	Nummular keratitis
HP:6000913	Swelling of inguinal region	Swelling of inguinal region
HP:6000915	Dysorthography	Dysorthography
HP:6000916	Echogenic fetal colon	Echogenic fetal colon
HP:6000917	Bone marrow edema	Bone marrow edema
HP:6000918	Transverse terminal upper limb defect	Transverse terminal upper limb defect
HP:6000919	Trousseau sign	Trousseau sign
HP:6000920	Craniocervical junction constriction	Craniocervical junction constriction
HP:6000921	Fibular torsion	Fibular torsion
HP:6000922	Abnormal finger phalanx ossification	Abnormal finger phalanx ossification
HP:6000923	Positive bloodstream EBV monospot test	Positive bloodstream EBV monospot test
HP:6000924	Positive CSF Toxoplasma gondii antibody positivity	Positive CSF Toxoplasma gondii antibody positivity
HP:6000925	Positive tuberculin skin test	Positive tuberculin skin test
HP:6000926	Anti-Treponema pallidum antibody positivity	Anti-Treponema pallidum antibody positivity
HP:6000927	Positive CSF Borrelia burgdorferi antibody positivity	Positive CSF Borrelia burgdorferi antibody positivity
HP:6000928	Positive CSF JC-virus antibody positivity	Positive CSF JC-virus antibody positivity
HP:6000929	Neutralizing anti-rabies virus antibody positivity	Neutralizing anti-rabies virus antibody positivity
HP:6000930	Impaired hepatobiliary scintigraphy tracer uptake	Impaired hepatobiliary scintigraphy tracer uptake
HP:6000931	Calcified pulmonary nodule	Calcified pulmonary nodule
HP:6000933	Koebner Phenomenon	Koebner Phenomenon
HP:6000934	Glenoid dysplasia	Glenoid dysplasia
HP:6000936	Thickened cortex of the clavicle	Thickened cortex of the clavicle
HP:6000937	Thickened cortex of the mandible	Thickened cortex of the mandible
HP:6000938	Thumb hypoplasia grade 1	Thumb hypoplasia grade 1
HP:6000939	Thumb hypoplasia grade 2	Thumb hypoplasia grade 2
HP:6000940	Thumb hypoplasia grade 3A	Thumb hypoplasia grade 3A
HP:6000941	Thumb hypoplasia grade 3B	Thumb hypoplasia grade 3B
HP:6000942	Thumb hypoplasia grade 4	Thumb hypoplasia grade 4
HP:6000943	Femoral osteopoikilosis	Femoral osteopoikilosis
HP:6000944	Carotidynia	Carotidynia
HP:6000945	Asymmetric blood pressure between arms	Asymmetric blood pressure between arms
HP:6000946	Transverse terminal lower limb defect	Transverse terminal lower limb defect
HP:6000947	Hemimelia of lower leg	Hemimelia of lower leg
HP:6000948	Hemimelia of forearm	Hemimelia of forearm
HP:6000950	Breath-holding spell	Breath-holding spell
HP:6000951	Flared proximal tibial metaphysis	Flared proximal tibial metaphysis
HP:6000952	Delayed toe phalanx ossification	Delayed toe phalanx ossification
HP:6000954	Positive peritoneal fluid bacterial culture	Positive peritoneal fluid bacterial culture
HP:6000955	Ocular cystine crystal deposition	Ocular cystine crystal deposition
HP:6000956	Exuberant granulation tissue	Exuberant granulation tissue
HP:6000957	Oral mucosal papule	Oral mucosal papule
HP:6000958	Excessive piloerection	Excessive piloerection
HP:6000959	Scalp edema	Scalp edema
HP:6000960	Serpiginous burrow	Serpiginous burrow
HP:6000961	Positive brain-tissue rabies nucleic acid test	Positive brain-tissue rabies nucleic acid test
HP:6000962	Positive respiratory tract Bordetella pertussis nucleic acid test	Test d'acide nucléique Bordetella pertussis positif pour les voies respiratoires
HP:6000963	Demonstration of acid-fast bacilli in wound tissue	Démonstration de bacilles acido-résistants dans les tissus de la plaie
HP:6000964	Positive tissue encapsulated budding yeast test	Test de levures bourgeonnantes encapsulées dans des tissus positifs
HP:6000965	Positive tissue coccidioidomycosis culture	Culture tissulaire positive de coccidioïdomycose
HP:6000966	Diminished tissue dihydropteridine reductase activity	Diminution de l'activité de la dihydroptéridine réductase tissulaire
HP:6000967	Decreased circulating transcobalamin I concentration	Diminution de la concentration circulante de transcobalamine I
HP:6000968	Diminished circulating cationic trypsinogen concentration	Diminution de la concentration de trypsinogène cationique circulant
HP:6000969	Diminished circulating hyaluronidase activity	Diminution de l'activité hyaluronidase circulante
HP:6000970	Diminished sulfotransferase activity in cultured fibroblasts	Diminution de l'activité sulfotransférase dans les fibroblastes en culture
HP:6000971	Elevated tissue alpha-N-acetylglucosaminidase activity	Activité tissulaire élevée de l'alpha-N-acétylglucosaminidase
HP:6000972	Abnormal tissue alpha-N-acetylglucosaminidase activity	Activité tissulaire anormale de l'alpha-N-acétylglucosaminidase
HP:6000973	Elevated circulating trihydroxycholestanoic acid concentration	Concentration élevée d’acide trihydroxycholestanoïque circulant
HP:6000974	Elevated circulating glyoxylic acid concentration	Concentration élevée d’acide glyoxylique circulant
HP:6000975	Elevated CSF sepiapterin concentration	Concentration élevée de sépiaptérine dans le LCR
HP:6000976	Intrahepatic inclusion bodies	Corps d'inclusion intrahépatiques
HP:6000977	Muscle vacuoles	Vacuoles musculaires
HP:6000978	Nonrimmed muscle vacuoles	Vacuoles musculaires non cerclées
HP:6000979	Reduced hepatic glycogen phosphorylase activity	Activité réduite de la glycogène phosphorylase hépatique
HP:6000980	Bone marrow hemophagocytosis	Hémophagocytose médullaire
HP:6000981	Splenic granulomatosis	Granulomatose splénique
HP:6000982	Immediate detumescence of penis at time of symptom onset	Détumescence immédiate du pénis au moment de l’apparition des symptômes
HP:6000984	Coved type ST segment elevation	Élévation du segment ST de type bombé
HP:6000985	Saddle-back type ST segment elevation	Élévation du segment ST de type à dos de selle
HP:6000986	Substantially elevated circulating ethanol concentration	Concentration d’éthanol en circulation considérablement élevée
HP:6000987	Tortuous appearance of the stomach	Aspect tortueux de l'estomac
HP:6000988	Cochlear nerve aplasia	Aplasie du nerf cochléaire
HP:6000989	Slit-like lateral ventricle	Ventricule latéral en forme de fente
HP:6000991	Elevated circulating 4-hydroxybutyric acid concentration	Concentration élevée d’acide 4-hydroxybutyrique circulant
HP:6000992	Elevated urinary 2,4-dihydroxybutyric acid level	Niveau urinaire élevé d’acide 2,4-dihydroxybutyrique
HP:6000993	Pupillary hypersensitivity to parasympathomimetic agents	Hypersensibilité pupillaire aux agents parasympathomimétiques
HP:6000994	Lack of pupillary response to hydroxyamphetamine	Absence de réponse pupillaire à l'hydroxyamphétamine
HP:6000995	Subcortical U fiber lesion	Lésion des fibres sous-corticales U
HP:6000996	Intraspinal extradural lipoma	Lipome extradural intra-rachidien
HP:6000997	Intranasal mass	Masse intranasale
HP:6000998	Liver rupture	Rupture du foie
HP:6000999	Elevated urinary mandelic acid	Acide mandélique urinaire élevé
HP:6001000	Elevated urine malic acid level	Niveau élevé d’acide malique dans l’urine
HP:6001001	Elevated urine 3-hydroxysebacic acid level	Taux urinaire élevé d’acide 3-hydroxysébacique
HP:6001002	Elevated urinary vanillactic acid level	Niveau d'acide vanillectique urinaire élevé
HP:6001003	Elevated urine 4,5-dihydroxyhexanoic acid level	Taux urinaire élevé d’acide 4,5-dihydroxyhexanoïque
HP:6001004	Elevated urine hydroxyphenyllactic acid level	Niveau élevé d’acide hydroxyphényllactique dans l’urine
HP:6001005	Positive gastric CMV intranuclear inclusions	Inclusions intranucléaires CMV gastriques positives
HP:6001006	Elevated urine dihydroxycholestanoic acid level	Taux urinaire élevé d’acide dihydroxycholestanoïque
HP:6001007	Elevated urinary bile alcohol level	Taux d'alcool biliaire urinaire élevé
HP:6001008	Elevated urine glucose tetrasaccharide level	Taux élevé de tétrasaccharides de glucose dans l'urine
HP:6001009	Increased urine 4-hydroxy-2-oxoglutarate level	Augmentation du taux urinaire de 4-hydroxy-2-oxoglutarate
HP:6001010	Inability to protrude lips	Incapacité à faire dépasser les lèvres
HP:6001011	Wet voice	Voix mouillée
HP:6001012	Erythema marginatum	Érythème marginal
HP:6001013	Mechanic's hands	Les mains du mécanicien
HP:6001014	Hiker's feet	Les pieds du randonneur
HP:6001015	Anti-HLA-DQ antibody positivity	Positivité des anticorps anti-HLA-DQ
HP:6001016	Inappropriate normal or low erythropoietin	Érythropoïétine normale ou faible inappropriée
HP:6001017	Rapid gastric emptying	Vidange gastrique rapide
HP:6001018	Mediastinal lymph node calcification	Calcification des ganglions lymphatiques médiastinaux
HP:6001019	Eggshell calcification of lymph nodes	Calcification de la coquille d'œuf des ganglions lymphatiques
HP:6001020	Knee joint effusion	Épanchement articulaire du genou
HP:6001021	Subcutaneous emphysema	Emphysème sous-cutané
HP:6001022	Elevated bone scintigraphy uptake	Prise de scintigraphie osseuse élevée
HP:6001023	Diminished long-chain-enoyl-CoA hydratase activity in cultured fibroblasts	Diminution de l'activité de l'énoyl-CoA hydratase à longue chaîne dans les fibroblastes en culture
HP:6001024	Diminished acetyl-CoA C-acyltransferase activity in cultured fibroblasts	Diminution de l'activité de l'acétyl-CoA C-acyltransférase dans les fibroblastes en culture
HP:6001025	Pathological inclusion body	Organisme d'inclusion pathologique
HP:6001026	Reduced epidermal collagen IV alpha 5 chain staining	Coloration réduite de la chaîne alpha 5 du collagène épidermique IV
HP:6001027	Diminished glomerular basement membrane collagen IV alpha 3 chain staining	Diminution de la coloration de la chaîne alpha 3 du collagène IV de la membrane basale glomérulaire
HP:6001028	Diminished glomerular basement membrane collagen IV alpha 4 chain staining	Diminution de la coloration de la chaîne alpha 4 du collagène IV de la membrane basale glomérulaire
